timestamp,load,ram_usage
340147070,0.727758,0.86474216
341152428,0.803918,0.8648777
342153581,0.767514,0.86501324
343160473,0.766296,0.86501324
344161536,0.769682,0.86501324
345165801,0.783686,0.86501324
346165437,0.794414,0.86501324
347181198,0.827563,0.86501324
348182501,0.843774,0.86501324
349182592,0.829091,0.86501324
350186918,0.840359,0.86501324
351190588,0.840458,0.86501324
352191674,0.812558,0.86501324
353198911,0.806691,0.86501324
354203619,0.804505,0.86501324
355204654,0.80271703,0.86501324
356207495,0.797355,0.86501324
357208435,0.805252,0.86501324
358208557,0.806976,0.86501324
359216682,0.81367,0.86501324
360217600,0.841892,0.86501324
361224558,0.839096,0.86501324
362226180,0.839308,0.86501324
363233435,0.846725,0.86501324
364245245,0.850425,0.86501324
365246220,0.852514,0.86501324
366247229,0.832612,0.86501324
367250486,0.799007,0.86501324
368253982,0.807547,0.86501324
369253629,0.798239,0.86501324
370254768,0.803269,0.86501324
371255507,0.805383,0.86501324
372259988,0.807267,0.86501324
373263565,0.805636,0.86501324
374267339,0.80578,0.86501324
375268440,0.801905,0.86501324
376276512,0.805084,0.86501324
377280352,0.804228,0.86501324
378283888,0.806251,0.86501324
379285605,0.807464,0.86501324
380288666,0.80431,0.86501324
381289614,0.80789,0.86501324
382297246,0.810809,0.86501324
383301793,0.802449,0.86501324
384305586,0.810699,0.86501324
385308354,0.819224,0.86501324
386314048,0.812747,0.86501324
388319049,0.811585,0.86501324
389325409,0.80382,0.86501324
390326449,0.793109,0.86501324
391329740,0.804308,0.86501324
392330715,0.803242,0.86501324
393331508,0.802867,0.86501324
394334097,0.799003,0.86501324
395334510,0.807105,0.86501324
396335733,0.80325,0.86501324
397339330,0.797617,0.86501324
398340676,0.804425,0.86501324
399343619,0.809371,0.86501324
400343911,0.807767,0.86501324
401344499,0.804015,0.86501324
402347948,0.810566,0.86501324
403348832,0.803021,0.86501324
404353235,0.82049,0.86501324
405357600,0.842988,0.86501324
406361354,0.843053,0.86501324
407364993,0.845127,0.86501324
409365470,0.855993,0.86501324
410370286,0.84428,0.86501324
411377595,0.844792,0.86501324
412378559,0.844697,0.86501324
413382160,0.838935,0.86501324
414386022,0.841819,0.86501324
415386923,0.830163,0.86501324
416387700,0.811831,0.86501324
417391131,0.798384,0.86501324
418395606,0.811083,0.86501324
419397961,0.80804,0.86501324
420399389,0.808676,0.86501324
421400471,0.808734,0.86501324
422404015,0.805867,0.86501324
423408342,0.808137,0.86501324
424414822,0.804318,0.86501324
425415623,0.81211,0.86501324
426417563,0.803925,0.86501324
427420439,0.807814,0.86501324
428421435,0.805321,0.86501324
429429189,0.80693,0.86501324
430430227,0.804323,0.86501324
431437409,0.806918,0.86501324
432444753,0.809846,0.86501324
433445181,0.818101,0.86501324
434449987,0.813057,0.86501324
435454435,0.810601,0.86501324
436457497,0.804779,0.86501324
437458486,0.800345,0.86501324
438463117,0.806137,0.86501324
439467703,0.805609,0.86501324
440475222,0.808543,0.86501324
441479390,0.809161,0.86501324
442482294,0.811331,0.86501324
443483517,0.802837,0.86501324
444483793,0.802402,0.86501324
445483635,0.811543,0.86501324
446484435,0.812162,0.86501324
447491915,0.808323,0.86501324
448492982,0.810115,0.86501324
449492536,0.805688,0.86501324
450497337,0.803661,0.86501324
451500630,0.795883,0.86501324
452501435,0.81607,0.86501324
453505418,0.819918,0.86501324
454506437,0.836726,0.86501324
455517178,0.848329,0.86501324
456517191,0.847785,0.86501324
457518314,0.84027,0.86501324
458526189,0.830418,0.86501324
459525817,0.840476,0.86501324
460526846,0.843433,0.86501324
461527702,0.8444,0.86501324
462531322,0.84168303,0.86501324
463534393,0.835426,0.86501324
464536185,0.840852,0.86501324
465543833,0.841852,0.86501324
466544684,0.842254,0.86501324
467551508,0.835748,0.86501324
468551971,0.80537,0.86501324
469552439,0.808911,0.86501324
470553591,0.803567,0.86501324
471558157,0.799864,0.86501324
472560512,0.807184,0.86501324
473561436,0.815715,0.86501324
474565545,0.81416,0.86501324
475574325,0.8148,0.86501324
476586632,0.81494,0.86501324
477591114,0.796631,0.86501324
478599095,0.801158,0.86501324
479602438,0.80302,0.86501324
480603637,0.80735,0.86501324
481607205,0.806862,0.86501324
482611620,0.808505,0.86501324
483614319,0.805682,0.86501324
484615657,0.807845,0.86501324
485616500,0.79657,0.86501324
486619331,0.810362,0.86501324
487619801,0.809734,0.86501324
488620406,0.804805,0.86501324
489621500,0.805413,0.86501324
490625639,0.806287,0.86501324
491634360,0.801537,0.86501324
492637527,0.806687,0.86501324
493642229,0.820501,0.86501324
494650249,0.816682,0.86501324
495654681,0.807567,0.86501324
496654941,0.803859,0.86501324
497658162,0.80547,0.86501324
498659627,0.796222,0.86501324
499663508,0.798557,0.86501324
500671046,0.805101,0.86501324
501674946,0.808964,0.86501324
502675807,0.806876,0.86501324
503676442,0.812563,0.86501324
504684497,0.82187,0.86501324
506685593,0.826705,0.86501324
507693522,0.844229,0.86501324
508699883,0.846728,0.86501324
509700939,0.846689,0.86501324
510701435,0.848144,0.86501324
511701435,0.846444,0.86501324
512701568,0.842493,0.86501324
513702529,0.836119,0.86501324
514710534,0.839425,0.86501324
515714325,0.838429,0.86501324
516714583,0.81217,0.86501324
517715551,0.809436,0.86501324
518718786,0.809232,0.86501324
519719575,0.801996,0.86501324
520719547,0.808878,0.86501324
521720494,0.811387,0.86501324
522721435,0.811071,0.86501324
523723990,0.806304,0.86501324
524724599,0.810957,0.86501324
525725946,0.80657,0.86501324
526733632,0.810698,0.86501324
527736597,0.818903,0.86501324
528738294,0.808552,0.86501324
529741349,0.806151,0.86501324
530742495,0.806457,0.86501324
531750617,0.806313,0.86501324
532751489,0.807459,0.86501324
533751684,0.804724,0.86501324
534755801,0.806886,0.86501324
535759401,0.810753,0.86501324
536760637,0.809835,0.86501324
537764744,0.808119,0.86501324
538765435,0.80758,0.86501324
539772827,0.800247,0.86501324
540777436,0.81264,0.86501324
541782017,0.815599,0.86501324
542781918,0.817437,0.86501324
543782486,0.807916,0.86501324
544785214,0.809021,0.86501324
545786435,0.805238,0.86501324
546791739,0.798131,0.86501324
547802594,0.80702,0.86501324
548803484,0.807739,0.86501324
549804342,0.810799,0.86501324
550808127,0.810938,0.86501324
551812177,0.809994,0.86501324
552813435,0.804811,0.86501324
553816896,0.818254,0.86501324
554821598,0.845071,0.86501324
555825435,0.841347,0.86501324
556832994,0.8512,0.86501324
557840978,0.847751,0.86501324
558842921,0.839155,0.86501324
559846320,0.840704,0.86501324
560847672,0.839348,0.86501324
561851906,0.846098,0.86501324
562859135,0.845164,0.86501324
563863850,0.840348,0.86501324
564871959,0.846234,0.86501324
565879637,0.844118,0.86501324
566880435,0.814213,0.86501324
567881458,0.801975,0.86501324
568884685,0.807596,0.86501324
569885587,0.813761,0.86501324
570893509,0.816875,0.86501324
571898101,0.813338,0.86501324
572902486,0.801092,0.86501324
573902486,0.801311,0.86501324
574906130,0.804979,0.86501324
575908026,0.807348,0.86501324
576915175,0.808088,0.86501324
577916576,0.810287,0.86501324
578919848,0.811004,0.86501324
579920435,0.813142,0.86501324
580921435,0.801474,0.86501324
581924485,0.80396,0.86501324
582925435,0.810375,0.86501324
583933157,0.813112,0.86501324
584937166,0.816769,0.86501324
585937435,0.81564,0.86501324
586938782,0.807596,0.86501324
587942871,0.797121,0.86501324
588946266,0.791048,0.86501324
589947565,0.799695,0.86501324
590950329,0.810703,0.86501324
591951508,0.809175,0.86501324
592952435,0.809539,0.86501324
593956591,0.808916,0.86501324
594960584,0.802216,0.86501324
595961476,0.80529,0.86501324
596965552,0.807529,0.86501324
597980705,0.806994,0.86501324
598981435,0.817068,0.86501324
599985446,0.813,0.86501324
600986989,0.797697,0.86501324
601994836,0.801308,0.86501324
602999420,0.803759,0.86501324
604002958,0.819618,0.86501324
605005800,0.846078,0.86501324
606007641,0.843831,0.86501324
607008713,0.843993,0.86501324
608012541,0.838995,0.86501324
609013440,0.840842,0.86501324
610016571,0.842603,0.86501324
611018377,0.842691,0.86501324
612025712,0.848383,0.86501324
613029179,0.847517,0.86501324
614030513,0.841447,0.86501324
615031024,0.829253,0.86501324
616038945,0.803443,0.86501324
617039512,0.810744,0.86501324
618043000,0.807826,0.86501324
619047293,0.807028,0.86501324
620048531,0.812631,0.86501324
621056217,0.809727,0.86501324
622056430,0.799967,0.86501324
623057501,0.806615,0.86501324
624061435,0.809918,0.86501324
625065640,0.812524,0.86501324
626074294,0.810806,0.86501324
627082207,0.810643,0.86501324
628081729,0.803565,0.86501324
629082513,0.797937,0.86501324
630083578,0.809112,0.86501324
631083702,0.808963,0.86501324
632088308,0.806933,0.86501324
633092110,0.810955,0.86501324
634095522,0.809298,0.86501324
635096444,0.803232,0.86501324
636097442,0.803734,0.86501324
637101121,0.809756,0.86501324
638101015,0.811255,0.86501324
639101435,0.819159,0.86501324
640105775,0.806805,0.86501324
641106486,0.807666,0.86501324
642111675,0.799476,0.86501324
643111557,0.807448,0.86501324
645116435,0.797266,0.86501324
646117535,0.805709,0.86501324
647121435,0.808596,0.86501324
648124594,0.809718,0.86501324
649125461,0.804549,0.86501324
650129993,0.812132,0.86501324
651131092,0.807942,0.86501324
652134535,0.807687,0.86501324
653135583,0.757681,0.86501324
654138799,0.781868,0.86501324
655142517,0.78033,0.86501324
656143893,0.773241,0.86501324
657144720,0.77973,0.86501324
658152137,0.770045,0.86501324
659157262,0.734877,0.86501324
660160126,0.74492,0.86501324
661161435,0.749826,0.86501324
662161532,0.746363,0.86501324
663162486,0.730367,0.86501324
664165454,0.740859,0.86501324
665166957,0.743283,0.86501324
666167690,0.743761,0.86501324
667168536,0.747031,0.86501324
668172524,0.746864,0.86501324
669176039,0.740607,0.86501324
670179974,0.735855,0.86501324
671180454,0.742143,0.86501324
672181435,0.746566,0.86501324
673184711,0.750379,0.86501324
674186011,0.73527503,0.86501324
675193458,0.738082,0.86501324
676195047,0.731755,0.86501324
677201561,0.745856,0.86501324
678204170,0.742251,0.86501324
679207055,0.74694,0.86501324
680213210,0.74013,0.86501324
681213435,0.73789,0.86501324
682216650,0.739754,0.86501324
683217504,0.741297,0.86501324
684221761,0.748967,0.86501324
685222783,0.740883,0.86501324
686227134,0.733034,0.86501324
687231161,0.741548,0.86501324
688231552,0.74866,0.86501324
689232605,0.746105,0.86501324
690232485,0.739823,0.86501324
691235208,0.748792,0.86501324
692236499,0.741047,0.86501324
693237435,0.738464,0.86501324
694241768,0.753541,0.86501324
695245976,0.753378,0.86501324
696246987,0.732382,0.86501324
697253962,0.735815,0.86501324
698255104,0.742358,0.86501324
699261414,0.73054,0.86501324
701263638,0.705193,0.86501324
702264587,0.711724,0.86501324
703265500,0.701718,0.86501324
704273481,0.70569,0.86501324
705280193,0.716609,0.86501324
706281435,0.719031,0.86501324
707282486,0.705738,0.86501324
708284379,0.705817,0.86501324
709287381,0.712528,0.86501324
710288482,0.710179,0.86501324
711292308,0.713717,0.86501324
712294926,0.717653,0.86501324
713295743,0.715775,0.86501324
714296441,0.706042,0.86501324
715297435,0.716663,0.86501324
716301198,0.717647,0.86501324
717301560,0.712637,0.86501324
718302508,0.704511,0.86501324
719303664,0.701847,0.86501324
720307240,0.704119,0.86501324
721310930,0.706465,0.86501324
722311714,0.708497,0.86501324
723312435,0.700588,0.86501324
724313605,0.727272,0.86501324
